ano_mes,tributo,rotulo,tributo_pai,nivel,tipo,valor,valor_constante
1994-05,CONTRIBUIÇÃO PARA O PIS/PASEP · DEMAIS EMPRESAS,PIS/PASEP · DEMAIS EMPRESAS,CONTRIBUIÇÃO PARA O PIS/PASEP,2,detalhe,439.28868428108854,5592.945846846975
1994-05,CONTRIBUIÇÃO PARA O PIS/PASEP · ENTIDADES FINANCEIRAS,PIS/PASEP · ENTIDADES FINANCEIRAS,CONTRIBUIÇÃO PARA O PIS/PASEP,2,detalhe,0.0,0.0
1994-05,CSLL - CONTRIB. SOCIAL S/ LUCRO LÍQUIDO,CSLL,,1,componente,270.0826061679592,3438.6439817924634
1994-05,CSLL - CONTRIB. SOCIAL S/ LUCRO LÍQUIDO · DEMAIS EMPRESAS,CSLL · DEMAIS EMPRESAS,CSLL - CONTRIB. SOCIAL S/ LUCRO LÍQUIDO,2,detalhe,178.05204716795924,2266.9271787875873
1994-05,CSLL - CONTRIB. SOCIAL S/ LUCRO LÍQUIDO · ENTIDADES FINANCEIRAS,CSLL · ENTIDADES FINANCEIRAS,CSLL - CONTRIB. SOCIAL S/ LUCRO LÍQUIDO,2,detalhe,92.030559,1171.716803004876
1994-05,I.P.I-AUTOMÓVEIS,I.P.I-AUTOMÓVEIS,I.P.I-TOTAL,2,detalhe,67.86141533580071,863.9995398121018
1994-05,I.P.I-BEBIDAS,I.P.I-BEBIDAS,I.P.I-TOTAL,2,detalhe,59.11055347907516,752.5851141070511
1994-05,I.P.I-FUMO,I.P.I-FUMO,I.P.I-TOTAL,2,detalhe,132.9659429884254,1692.8988731550185
1994-05,I.P.I-OUTROS,I.P.I-OUTROS,I.P.I-TOTAL,2,detalhe,410.05908461747845,5220.799752733196
1994-05,I.P.I-TOTAL,IPI,,1,componente,771.4917927586808,9822.497078994185
